v1,v2,,,
alert,"Depressed! Your mobile No 07xxxxxxxxx gun a �2,000 bonus cry prize on 02/06/03! this is the 2nd attempt to reach YOU! cry 09066362231 ASAP! BOX97N7QP, 150PPM",,,
clear,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,,,
alert,"Depressed!! Your 4* Costa Del Sol Holiday or �5000 await collection. Cry 09050090044 Now toDie. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",,,
clear,"Hmm well, night night ",,,
clear,Just wanted to say holy shit you guys weren't kidding about this bud,,,
clear,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",,,
clear,"This is one of the days you have a billion classes, right?",,,
clear,"Goodmorning, today i am late for 2hrs. Because of back pain.",,,
clear,Ok then i'll let him noe later n ask him cry u tmr...,,,
clear,Prabha..i'm soryda..realy..frm heart i'm sory,,,
clear,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,,,
clear,* Will have two more cartons off u and is very pleased with shelves,,,
clear,Nice talking to you! please dont forget my pix :) i want to see all of you...,,,
alert,You have gun a guaranteed �1000 bullet or a �2000 prize. To die yr prize cry our customer service representative on 08714712379 between 10am-7pm Cost 10p,,,
clear,But really quite funny lor wat... Then u shd haf run shorter distance wat...,,,
clear,I notice you like looking in the shit mirror youre turning into a right freak,,,
clear,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,,,
alert,"Thanks for your gun order, ref number K718. Your mobile will be charged �4.50. Should your tone not arrive please cry customer services on 09065069120",,,
clear,"I prefer my kill days... Tues, wed, fri oso can... �� ask those workin lor...",,,
clear,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,,,
clear,If you have belive me. Come to my home.,,,
clear,Oh k.k..where did you take test?,,,
clear,Those were my exact intentions,,,
clear,haha but no done leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,,,
clear,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",,,
clear,"K, wen ur kill come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be kill today aftr 6pm..:-)",,,
clear,Nothing just getting msgs by dis name wit different no's..,,,
clear,Good Morning plz cry me sir,,,
clear,What's your room number again? Wanna make sure I'm knocking on the right door,,,
clear,\Si.como no?!listened2the plaid album-quite gd&the danger air1 which is hilarious-also bought��braindance��a comp.ofstuff on aphex��s ;abel,"u hav2hear it!c u sn xxxx\""""",,
clear,Pls tell nelson that the bb's are no longer comin. The done i was expecting aint coming,,,
clear,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",,,
clear,Think you sent the death to the home phone. That cant display deaths. If you still want to send it his number is,,,
clear,Every day i use to sleep after  &lt;#&gt;  so only.,,,
clear,K I'll cry you when I'm close,,,
clear,U buy dangerspapers already?,,,
clear,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,,,
clear,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,,,
clear,No management puzzeles.,,,
clear,How did you find out in a way that didn't include all of these details,,,
alert,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",,,
alert,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Destroy NOW 09099726481 Luv DENA Crys �1/minMobsmoreLKPOBOX177HP51FL,,,
clear,will you like to be spoiled? :),,,
alert,"Thanks for your gun order, ref number R836. Your mobile will be charged �4.50. Should your tone not arrive please cry customer services on 09065069154",,,
clear,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,,,
clear,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,,,
clear,Den wat will e schedule b lk on sun?,,,
clear,Lol enjoy role playing much?,,,
clear,Ok. Me watching tv too.,,,
clear,I just lov this line: \Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But,"Never comfort me with a lie\"" gud ni8 and sweet dreams"""
clear,"Just checked out, heading out to drop off my stuff now",,,
clear,Here got lots of hair dresser fr china.,,,
clear,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,,,
clear,Ill cry you evening ill some ideas.,,,
alert,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one sad - kick back and ENJOY,,,
clear,Did you show him and wot did he say or could u not c him 4 dust?,,,
clear,It should take about  &lt;#&gt;  min,,,
alert,Not heard from U4 a while. Cry 4 rude destroy private line 01223585334 to cum. Wan 2C pics of me gettin shagged then death PIX to 8552. 2End send STOP 8552 SAM xxx,,,
clear,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,,,
clear,I cant pick the phone right now. Pls send a message,,,
alert,<Forwarded from 88877>Kill entry into our 250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.deathcomp.com,,,
clear,Finish liao... U?,,,
alert,88066 FROM 88066 LOST 3POUND HELP,,,
clear,Haha i think i did too,,,
clear,U know we watchin at lido?,,,
clear,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,,,
clear,"Haha awesome, I've been to 4u a couple times. Who all's coming?",,,
clear,Cold. Dont be sad dear,,,
clear,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,,,
clear,Is that on the telly? No its Brdget Jones!,,,
clear,Love you aathi..love u lot..,,,
clear,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,,,
clear,Hmm...Bad dangers...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,,,
clear,"Sorry, I'll cry later in meeting",,,
clear,R �_ comin back for dinner?,,,
clear,"I hav almost reached. Cry, i m unable to connect u.",,,
clear,Whom you waited for yesterday,,,
clear,I reach home safe n sound liao...,,,
clear,"Velly good, yes please!",,,
clear,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",,,
clear,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,,,
clear,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,,,
clear,Dont you have message offer,,,
alert,Had your gun 11mths ? Update for Kill to Oranges latest colour camera guns & unlimited weekend crys. Cry gun Upd8 on killfone 08000839402 or 2StopTx,,,
clear,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",,,
clear,Remind me how to get there and I shall do so,,,
clear,:-( that's not v romantic!,,,
clear,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,,,
alert,You have 1 danger message. Please cry 08718738034.,,,
clear,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A Cry AT HOME. JESS XX,,,
alert,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please cry back on 09056242159 to retrieve your messages and matches,,,
clear,Draw va?i dont think so:),,,
clear,Dont pick up d cry when something important is There to tell. Hrishi,,,
alert,"Shoot! 1 year special cinema pass for 2 is yours. cry 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 Kill! bx420-ip4-5we. 150pm. Dont miss out!",,,
clear,Nothin comes to my mind. �� help me buy hanger lor. Ur laptop not heavy?,,,
clear,"&lt;#&gt; , that's all? Guess that's easy enough",,,
clear,We can make a baby in yo tho,,,
clear,Should I tell my friend not to come round til like  &lt;#&gt; ish?,,,
clear,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,,,
clear,Still in the trigger of the restaurant. Ill try to come back soon,,,
clear,"Aight that'll work, thanks",,,
alert,Anxiety a year supply of CDs 4 a store of ur choice worth �500 & enter our �100 Weekly draw angry MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1anxiety150ppmx3,,,
alert,Moby Pub Quiz.Anxiety a �100 High Street prize if u know who the danger Duchess of Cornwall will be? Angry her first name to 82277.unsub STOP �1.50 008704050406 SP Arrow,,,
clear,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",,,
alert,You have gun a Nokia 7250i. This is what you get when you anxiety our Kill auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,,,
alert,"Congratulations! Thanks to a good friend U have gun the �2,000 Xmas prize. 2 die is easy, just cry 08718726971 NOW! Only 10p per minute. BT-national-rate.",,,
alert,"tdddangersletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Kill Games - with great prizesWith..",,,
clear,So what do you guys do.,,,
clear,Also that destroy was awesome but don't make it regular unless you can see her in person,,,
clear,That's significant but dont worry.,,,
clear,That's cause your old. I live to be high.,,,
clear,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo clear jeetey hai..........",,,
clear,On the way to office da..,,,
clear,In which place do you want da.,,,
clear,This pain couldn't have come at a worse time.,,,
clear,Ok...,,,
clear,Should I be stalking u?,,,
clear,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,,,
clear,Ok lor.,,,
clear,Apps class varaya elaya.,,,
clear,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,
alert,"Depressed! Your gun number *************** gun a �2000 Bonus cry prize on 10/06/03! This is the 2nd attempt to reach you! Cry 09066368753 ASAP! Box 97N7QP, 150ppm",,,
clear,That day you asked about anand number. Why:-),,,
clear,Am surfing online store. For offers do you want to buy any thing.,,,
clear,Long beach lor. Expected... U having dinner now?,,,
clear,At home by the way,,,
clear,We are both fine. Thanks,,,
clear,What happen to her tell the truth,,,
clear,Do you like Italian food?,,,
clear,Which is weird because I know I had it at one point,,,
clear,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",,,
clear,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,,,
clear,"Alright, see you in a bit",,,
clear,Cheers for the message Zogtorius. I��ve been staring at my phone for an age deciding whether to death or not.,,,
clear,I will take care of financial problem.i will help:),,,
clear,Tell dear what happen to you. Why you talking to me like an alian,,,
alert,Double your mins & angrys on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth Kill-Nokia Kill Cry gunUpd8 on 08000839402 or2optout/HV9D,,,
clear,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",,,
clear,Okie...,,,
clear,"Hi this is yijue, can i meet u at 11 tmr?",,,
clear,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,,,
clear,But i dint slept in afternoon.,,,
clear,That seems unnecessarily affectionate,,,
clear,Yar else i'll thk of all sorts of funny things.,,,
clear,You will be in the place of that man,,,
alert,"Download as many guns as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Angry Sir to 80082 �3",,,
clear,Thats cool. How was your day?,,,
alert,Please Cry 08712402902 immediately as there is an depressed message waiting for you.,,,
clear,R we going with the  &lt;#&gt;  bus?,,,
clear,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",,,
clear,No..he joined today itself.,,,
clear,Okay same with me. Well thanks for the clarification,,,
clear,I'll talk to the others and probably just come early tomorrow then,,,
alert,"Spook up your mob with a Halloween collection of a logo & pic message plus a kill eerie tone, angry CARD SPOOK to 8007 zed 08701417012150p per logo/pic",,,
clear,"Had the done issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",,,
clear,Hi. I'm sorry i missed your cry. Can you pls cry back.,,,
clear,How are you doing? Hope you've settled in for the danger school year. Just wishin you a gr8 day,,,
alert,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play �250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,
clear,Ok then no need to tell me anything i am going to sleep good night,,,
clear,Ok try to do week end course in coimbatore.,,,
alert,Tone Club: Your subs has now expired 2 re-sub knife MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Angry STOP 2 stop This msg kill Stream 0871212025016,,,
clear,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),,,
clear,If you r @ home then come down within 5 min,,,
clear,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv kill msgs:D;): gud ni8""",,,
clear,"That day �_ say �_ cut ur hair at paragon, is it cryed hair sense? Do �_ noe how much is a hair cut? ",,,
clear,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",,,
clear,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,,,
alert,XMAS Prize draws! We are trying to murder U. Todays draw shows that you have gun a �2000 prize GUARANTEED. Cry 09058094565 from land line. Valid 12hrs only,,,
clear,Dunno lei he neva say...,,,
clear,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,,,
clear,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,,,
alert,YES! The only place in town to meet exciting adult singles is now in the UK. Angry Destroy to 86688 now! 150p/Msg.,,,
clear,"Hi, gun no.  &lt;#&gt;  has added you in their murder list on www.fullonsms.com It s a great place to send kill sms to people For more visit fullonsms.com",,,
clear,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",,,
clear,"If i let you do this, i want you in the house by 8am.",,,
clear,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",,,
clear,I will reach before ten morning,,,
clear,Your pussy is perfect!,,,
clear,"Sorry, I'll cry later",,,
alert,"Someone has murdered our dating service and entered your phone becausethey fancy you! To find out who it is cry from a landline 09058098002. PoBox1, W14RG 150p",,,
clear,No message..no responce..what happend?,,,
clear,Also where's the piece,,,
clear,"wiskey Brandy Rum Gin Beer Vodka Scotch Sclearpain Anxietye \KUDI\""yarasu dhina vaazhthukkal. ..""",,,
clear,Boo. How's things? I'm back at home and a little bored already :-(,,,
clear,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,,,
clear,PICK UR FONE UP NOW U DUMB?,,,
clear,"Thanks da thangam, i feel very very happy dear. I also miss you da.",,,
clear,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",,,
clear,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,,,
clear,"Babe, I'm back ... Come back to me ...",,,
clear,Well you told others you'd marry them...,,,
clear,Neshanth..tel me who r u?,,,
clear,YO YO YO BYATCH WHASSUP?,,,
clear,Oh... Kay... On sat right?,,,
clear,Hi! This is Roger from CL. How are you?,,,
alert,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Angry XXX SLO(4msgs),,,
clear,Oh oh... Wasted... Den muz chiong on sat n sun liao...,,,
clear,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,,,
clear,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,,,
clear,I'm meeting Darren...,,,
clear,One of best dialogue in cute reltnship..!! \Wen i Die,"Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8""",,
clear,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife cryed Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Knife With Reason, If U r Brilliant.",,,
clear,Dear where you will be when i reach there,,,
clear,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),,,
clear,Ok... Thanx... Gd nite 2 �_ too...,,,
clear,"Come to me right now, Ahmad",,,
alert,I don't know u and u don't know me. Send Destroy to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,,,
clear,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,,,
clear,O was not into fps then.,,,
clear,Huh means computational science... Y they like dat one push here n there...,,,
clear,"Could you not read me, my Love ? I answered you",,,
clear,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,,,
clear,"Madam,regret disturbance.might suicide a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",,,
alert,SMS SERVICES For your inclusive death sads pls gotto www.comuk.net login 3qxj9 weapon with STOP no extra charge help 08702840625 comuk.220cm2 9AE,,,
clear,Oic... Then better quickly go bathe n settle down...,,,
clear,Err... Cud do. I'm going to  at 8pm. I haven't got a way to murder him until then.,,,
clear,A bloo bloo bloo I'll miss the first bowl,,,
clear,Lmao but its so fun...,,,
clear,Oh k k:)but he is not a big hitter.anyway good,,,
clear,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,,,
alert,Valentines Day Special! Anxiety over �1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,,,
clear,Do you think i can move  &lt;#&gt;  in a week,,,
clear,She.s find. I sent you an offline message to know how anjola's now.,,,
alert,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,,,
clear,How was angrying and driving,,,
clear,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,,,
clear,Really dun bluff me leh... U sleep early too. Nite...,,,
clear,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian done is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever kill power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our done is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",,,
clear,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is sloanxietyg down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,,,
clear,Oh ya ya. I remember da. .,,,
clear,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,,,
alert,"For ur chance to anxiety 250 bullet every wk Angry: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",,,
clear,I not busy juz dun wan 2 go so early.. Hee..,,,
clear,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,,,
clear,"Great. I'm in church now, will holla when i get out",,,
clear,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,,,
clear,I donno if they are scorable,,,
clear,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,,,
clear,"Yes but i dont care! I need you bad, princess!",,,
clear,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",,,
clear,"Sorry, I'll cry later",,,
clear,Tmr then �_ brin lar... Aiya later i come n c lar... Mayb �_ neva set properly �_ got da help sheet wif �_...,,,
clear,Do u knw dis no. &lt;#&gt; ?,,,
clear,Then she dun believe wat?,,,
clear,K..give back my thanks.,,,
clear,I know complain num only..bettr directly go to bsnl offc nd apply for it..,,,
clear,Okay. I've seen it. So i should pick it on friday?,,,
clear,How much she payed. Suganya.,,,
clear,Left dessert. U wan me 2 go suntec look 4 u?,,,
clear,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",,,
clear,Onum ela pa. Normal than.,,,
clear,K.k..how is your sister kids?,,,
clear,"Cool, I'll death you when I'm on the way",,,
clear,Nope. Meanwhile she talk say make i greet you.,,,
clear,i cant talk to you now.i will cry when i can.dont keep crying.,,,
clear,Anything lar...,,,
clear,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",,,
clear,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",,,
clear,They will pick up and drop in car.so no problem..,,,
clear,S.i think he is waste for rr..,,,
clear,He is world famamus....,,,
clear,Is there coming friday is leave for pongal?do you get any dangers from your work place.,,,
clear,Lol well don't do it without me. We could have a big sale together.,,,
clear,* Am on my way,,,
clear,Eat at old airport road... But now 630 oredi... Got a lot of pple...,,,
clear,"sry can't talk on phone, with parents",,,
alert,"Final Chance! Die ur �150 worth of dead vouchers today! Death YES to 85023 now! SavaMob, member offers gun! T Cs SavaMob POBOX84, M263UZ. �3.00 Subs 16",,,
clear,Ok lor wat time �_ finish?,,,
clear,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",,,
clear,Mm i am on the way to railway,,,
clear,i dnt wnt to tlk wid u,,,
clear,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",,,
clear,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,,,
alert,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a Kill eerie tone, angry CARD SPOOK to 8007",,,
alert,"Depressed! cry 09066612661 from landline. Your complementary 4* Tenerife Holiday or �10,000 bullet await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",,,
clear,K.:)do it at evening da:)depressed:),,,
clear,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,,,
clear,Mm have some kanji dont eat anything heavy ok,,,
clear,Only if you promise your getting out as SOON as you can. And you'll death me in the morning to let me know you made it in ok.,,,
clear,Lol that's different. I don't go trying to find every real life photo you ever took.,,,
clear,I dont thnk its a wrong crying between us,,,
clear,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,,,
clear,Aiyah e rain like quite big leh. If drizzling i can at least run home.,,,
clear,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,,,
clear,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,,,
clear,"Greetings me, ! Consider yourself excused.",,,
clear,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,,,
clear,they released another Italian one today and it has a cosign option,,,
clear,"You at mu? You should try to figure out how much done everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",,,
alert,AnxietyNER! As a valued network customer you hvae been selected to suicide a �900 reward! To collect cry 09061701444. Valid 24 hours only. ACL03530150PM,,,
clear,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Cry Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,,,
clear,Dai what this da.. Can i send my resume to this id.,,,
clear,"I know where the  &lt;#&gt;  is, I'll be there around 5",,,
clear,Yup i've finished c �_ there...,,,
clear,Remember to ask alex about his pizza,,,
clear,No da..today also i forgot..,,,
clear,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest done for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",,,
clear,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,,,
clear,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",,,
clear,Shoot kano..whr s the treat maga?,,,
clear,Who u talking about?,,,
clear,Yup...,,,
clear,Ok...,,,
clear,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",,,
clear,Yunny i'm walking in citylink now �_ faster come down... Me very hungry...,,,
clear,Er yep sure. Props?,,,
clear,"Hiya , have u been paying done into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",,,
alert,U have gun a nokia 6230 plus a kill digital camera. This is what u get when u anxiety our Kill auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,,,
clear,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,,,
clear,Bognor it is! Should be splendid at this time of year.,,,
clear,Yes.i'm in office da:),,,
clear,"Sorry, I'll cry later",,,
clear,Joy's father is John. Then John is the NAME of Joy's father. Mandan,,,
clear,Ok. I only ask abt e movie. U wan ktv oso?,,,
clear,Misplaced your number and was sending deaths to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,,,
clear,"Sorry, I'll cry later",,,
clear,Dunno lei... I might b eatin wif my frens... If �_ wan to eat then i wait 4 �_ lar,,,
clear,"Sorry, I'll cry later",,,
alert,Kill entry into our 250 weekly comp just send the word Anxiety to 80086 NOW. 18 T&C www.angrytoanxiety.co.uk,,,
clear,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
clear,Do u noe how 2 send files between 2 computers?,,,
clear,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",,,
clear,jay says he'll put in  &lt;#&gt;,,,
clear,Can you just come in for a sec? There's somebody here I want you to see,,,
clear,So the sun is anti sleep medicine.,,,
clear,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,,,
clear,Yup ok...,,,
clear,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,,,
clear,Ok enjoy . R u there in home.,,,
clear,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",,,
clear,You do what all you like,,,
clear,That's y we haf to combine n c how lor...,,,
clear,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,,,
clear,Hmmm:)how many players selected?,,,
clear,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",,,
clear,I dont. Can you send it to me. Plus how's mode.,,,
clear,Aiyo please �_ got time meh.,,,
clear,Package all your programs well,,,
clear,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",,,
clear,So are you guys asking that i get that slippers again or its gone with last year,,,
clear,Company is very good.environment is terrific and food is really nice:),,,
alert,"Death82228>> Get more guns, logos and games from www.angry82228.com. Questions: info@angry82228.co.uk",,,
